Report Number,Title of Report,Classification,Date,Formula,Year,Month,Season,latitude,longitude,State,Country,Region
4604,Report 4604: Daytime sighting by young camper at Lost Lake,Class B,1994-07-01T12:00:00Z,1994,1994,July,Summer,45.49805,-121.8214,OR,United States,West
28487,Report 28487: Possible vocalization heard near Lake Cushman and Dow Mountain,Class B,2011-01-11T12:00:00Z,2011,2011,January,Winter,47.41995,-123.2005,WA,United States,West
6027,Report 6027: Heavy steps around tent in dark scare backpackers,Class B,1970-08-15T12:00:00Z,1970,1970,August,Summer,44.6335,-121.8165,OR,United States,West
956,"Report 956: Two men, four wheel driving, see Sasquatch on FS road",Class A,1982-11-26T12:00:00Z,1982,1982,November,Fall,47.425,-121.4142,WA,United States,West
1385,Report 1385: High pitched wailing scream echoed off mountainside.,Class B,1984-08-15T12:00:00Z,1984,1984,August,Summer,47.425,-121.4317,WA,United States,West
7003,Report 7003: Truck driver has brief roadside sighting,Class A,1978-06-21T12:00:00Z,1978,1978,June,Summer,47.4259,-123.8763,WA,United States,West
1478,Report 1478: Worse than something dead smell encountered by two fishermen,Class B,1996-02-17T12:00:00Z,1996,1996,February,Winter,47.4317,-121.7731,WA,United States,West
9929,Report 9929: Hiker Hears Loud Vocalizations and Thumps,Class B,2004-09-30T12:00:00Z,2004,2004,September,Fall,47.4352,-121.7812,WA,United States,West
24568,Report 24568: Multiple witness sighting at Rattlesnake Lake,Class A,2000-08-14T12:00:00Z,2000,2000,August,Summer,47.43534,-121.7666,WA,United States,West
62714,Report 62714: Elk hunter reports trees being pushed over and vocalizations in the Colonel Bob Wilderness,Class B,2018-11-03T12:00:00Z,2018,2018,November,Fall,47.44,-123.7635,WA,United States,West
24129,Report 24129: Two very tall hairy creatures seen running down the road at night near Indianola,Class A,2008-07-01T12:00:00Z,2008,2008,July,Summer,47.4506,-122.3234,WA,United States,West
16295,Report 16295: Mutliple daylight sightings in Suquamish,Class A,2008-01-28T12:00:00Z,2008,2008,January,Winter,47.45411,-122.3219,WA,United States,West
36384,Report 36384: Possible track way found in Hosmer Lake near Bend,Class B,2012-09-01T12:00:00Z,2012,2012,September,Fall,43.97603,-121.7828,OR,United States,West
1809,Report 1809: Two witnesses see a crouched figure on the beach. It stood up and walked into the nearby woods,Class A,1973-05-19T12:00:00Z,1973,1973,May,Spring,47.4549,-122.2825,WA,United States,West
8670,Report 8670: Hiker hears roar north of Alpental Ski Resort at Snow Lake,Class B,2004-05-25T12:00:00Z,2004,2004,May,Spring,47.46312,-121.4454,WA,United States,West
1446,Report 1446: Deer hunters find footprints near Wahtum Lake.,Class B,1974-10-01T12:00:00Z,1974,1974,October,Fall,45.5666,-121.7745,OR,United States,West
928,Report 928: Hikers find tracks and a possible nest,Class B,1977-05-22T12:00:00Z,1977,1977,May,Spring,47.4644,-120.6705,WA,United States,West
6814,Report 6814: Couple Sees Large Animal and Hears Vocalizations and Knocks,Class B,2000-06-17T12:00:00Z,2000,2000,June,Summer,47.4645,-123.8979,WA,United States,West
28207,Report 28207: Campers at Lake Cushman hear possible vocalizations,Class B,2010-09-04T12:00:00Z,2010,2010,September,Fall,47.46872,-123.2259,WA,United States,West
175,Report 175: Campers encounter large animal near Cle Elum,Class C,2000-07-30T12:00:00Z,2000,2000,July,Summer,47.47745,-121.0415,WA,United States,West
24755,Report 24755: Truck Driver recalls daylight sighting east of North Bend,Class A,1990-12-03T12:00:00Z,1990,1990,December,Winter,47.48176,-121.6548,WA,United States,West
5162,Report 5162: Man hunting deer finds unusual feces and hears animal,Class B,2002-10-17T12:00:00Z,2002,2002,October,Fall,47.4822,-120.319,WA,United States,West
10397,Report 10397: A bipedal subject seen standing in Hannan Lake,Class A,2005-04-20T12:00:00Z,2005,2005,April,Spring,47.485,-121.5287,WA,United States,West
42408,Report 42408: Elk Hunter recalls observing what he thought was another hunter near Lake Quinault,Class B,1982-11-15T12:00:00Z,1982,1982,November,Fall,47.49367,-123.8859,WA,United States,West
65650,Report 65650: Possible vocalizations on Little Si Trail outside North Bend,Class B,2015-10-31T12:00:00Z,2015,2015,October,Fall,47.49488,-121.7555,WA,United States,West
925,"Report 925: Backpacker observes a tall, early morning visitor in camp",Class B,1968-08-30T12:00:00Z,1968,1968,August,Summer,47.495,-120.835,WA,United States,West
23160,Report 23160: Daylight encounter with two hunters south of Union (w/ cellphone photos),Class A,2007-11-16T12:00:00Z,2007,2007,November,Fall,47.49865,-123.2182,WA,United States,West
24379,Report 24379: Daylight road-crossing sighting by the U.S. Postal Carrier for the town of Quinault Lake (w/ low quality cellphone photos),Class A,2008-07-14T12:00:00Z,2008,2008,July,Summer,47.50319,-123.8343,WA,United States,West
1387,Report 1387: Father and son hear heavy footsteps made by an apparent bipedal creature,Class C,1983-08-17T12:00:00Z,1983,1983,August,Summer,47.5103,-122.0456,WA,United States,West
1384,Report 1384: Vocalizations heard by hikers,Class B,1970-05-13T12:00:00Z,1970,1970,May,Spring,47.5225,-121.7569,WA,United States,West
1390,Report 1390: Fisherman spots a large upright creature digging on the shore,Class A,1991-06-22T12:00:00Z,1991,1991,June,Summer,47.5279,-122.3454,WA,United States,West
5610,Report 5610: Three guests at Suttle Lake Resort get long look at three sasquatches,Class A,2002-10-24T12:00:00Z,2002,2002,October,Fall,44.42565,-121.726,OR,United States,West
69614,Report 69614: Close-range 5:30am road crossing sighting by communting motorist five miles west of Bremerton,Class A,2021-08-27T12:00:00Z,2021,2021,August,Summer,47.52877,-122.7197,WA,United States,West
47470,Report 47470: Grouse hunters have possible late evening sighting near Mica Peak,Class B,2010-09-15T12:00:00Z,2010,2010,September,Fall,47.5505,-117.167,WA,United States,West
2026,Report 2026: Campers hear vocalizations near Timberline Lodge,Class B,1997-05-27T12:00:00Z,1997,1997,May,Spring,45.32301,-121.7115,OR,United States,West
26718,Report 26718: Late night road crossing sighting by hunters near the eastern boundary of Mt. Hood National Forest,Class A,2009-10-05T12:00:00Z,2009,2009,October,Fall,45.8417,-121.7084,OR,United States,West
11040,Report 11040: Vocalizations heard by expeditioners on Olympic Peninsula.,Class B,2004-10-21T12:00:00Z,2004,2004,October,Fall,47.5532,-124.3324,WA,United States,West
23062,"Report 23062: Angler finds tracks, hears knocks and senses ominous presence east of North Bend",Class B,2005-07-16T12:00:00Z,2005,2005,July,Summer,47.55477,-121.5354,WA,United States,West
283,Report 283: Couple hear sounds and find footprints near Hoodsport,Class B,1992-08-29T12:00:00Z,1992,1992,August,Summer,47.5616,-123.1967,WA,United States,West
58133,Report 58133: Early Morning Howls Awaken Campers Near Liliwaup,Class B,2017-08-28T12:00:00Z,2017,2017,August,Summer,47.57132,-123.1586,WA,United States,West
9109,"Report 9109: Couple has fleeting, afternoon encounter near Barlow Pass",Class A,2001-09-08T12:00:00Z,2001,2001,September,Fall,45.274,-121.6796,OR,United States,West
57962,Report 57962: Camper's nighttime howl has possible knock response in Mt. Hood National Forest.,Class B,2017-07-26T12:00:00Z,2017,2017,July,Summer,45.24006,-121.6794,OR,United States,West
27473,Report 27473: Man recounts seeing a sasquatch while driving a logging road near Snoqualmie,Class A,1991-10-15T12:00:00Z,1991,1991,October,Fall,47.57576,-121.7427,WA,United States,West
945,Report 945: Creature with red glowing eyes seen,Class C,1999-03-19T12:00:00Z,1999,1999,March,Spring,47.57778,-124.2933,WA,United States,West
7439,Report 7439: Fisherman observes large rock flung into Hamma Hamma River,Class B,1978-07-15T12:00:00Z,1978,1978,July,Summer,47.5958,-123.1208,WA,United States,West
51753,Report 51753: Unseen visitor unnerves 3 friends with repeated stick throwing near North Bend,Class B,2016-04-05T12:00:00Z,2016,2016,April,Spring,47.6016,-121.6785,WA,United States,West
4335,"Report 4335: Vocalization, followed by sighting near Carnation/Fall City",Class A,1999-06-15T12:00:00Z,1999,1999,June,Summer,47.6068,-121.9008,WA,United States,West
4583,"Report 4583: Early afternoon sighting by motorist on US Hwy 2, near Skykomish",Class A,1977-08-14T12:00:00Z,1977,1977,August,Summer,47.6181,-121.3114,WA,United States,West
42304,Report 42304: Camper photographs possible footprints at Lena Lake in the Buckhorn Wilderness,Class B,2013-09-21T12:00:00Z,2013,2013,September,Fall,47.61922,-123.1592,WA,United States,West
10354,Report 10354: Boy scout observes large brown animal on two legs run by him,Class A,2005-02-15T12:00:00Z,2005,2005,February,Winter,47.62769,-117.3606,WA,United States,West
69049,Report 69049: Cabin renters report wood knocks and rock throwing near Leavenworth,Class B,2021-05-21T12:00:00Z,2021,2021,May,Spring,47.64581,-120.607,WA,United States,West
17847,Report 17847: Possible late night vocalizations heard outside Redmond,Class B,2005-10-12T12:00:00Z,2005,2005,October,Fall,47.6597,-122.105,WA,United States,West
34479,Report 34479: Woman walking dogs hears possible vocalizations and knocks in Marymoor Park,Class B,2007-03-15T12:00:00Z,2007,2007,March,Spring,47.6633,-122.1253,WA,United States,West
40378,Report 40378: Fishermen recount having large rocks thrown at them while fishing Steelhead on the Duckabush River,Class B,1982-01-23T12:00:00Z,1982,1982,January,Winter,47.6653,-122.9714,WA,United States,West
46477,Report 46477: For two nights campers are scared by loud vocalizations near Brinnon,Class B,2014-09-08T12:00:00Z,2014,2014,September,Fall,47.67304,-122.941,WA,United States,West
8680,Report 8680: Boys hear moaning call from bedroom window,Class B,1980-07-27T12:00:00Z,1980,1980,July,Summer,45.5775,-121.6444,OR,United States,West
26403,"Report 26403: Man sees large, hair-covered figure while riding on train near the Cascade Tunnel",Class A,2009-08-04T12:00:00Z,2009,2009,August,Summer,47.70178,-121.1859,WA,United States,West
11886,Report 11886: Tracks found south of the Warm Springs Reservation        (REPORT UPDATED),Class A,2005-07-09T12:00:00Z,2005,2005,July,Summer,44.56625,-121.6384,OR,United States,West
941,Report 941: Sighting by a hunter on the edge of a road,Class A,1981-09-15T12:00:00Z,1981,1981,September,Fall,47.7079,-122.9179,WA,United States,West
7967,Report 7967: Boaters on the Deschutes hear loud scream from bank,Class B,1990-07-15T12:00:00Z,1990,1990,July,Summer,43.7151,-121.6347,OR,United States,West
12510,Report 12510: Vocalizations near Scenic interrupt a camperâ€™s quiet evening,Class B,2005-09-12T12:00:00Z,2005,2005,September,Fall,47.71167,-121.1544,WA,United States,West
2602,Report 2602: Loud vocalizations heard near Stevens Pass,Class B,1970-04-14T12:00:00Z,1970,1970,April,Spring,47.7117,-121.1544,WA,United States,West
25462,Report 25462: Man remembers an encounter while fly fishing at a remote lake in the Olympic Mountains near Hood Canal,Class B,1980-08-15T12:00:00Z,1980,1980,August,Summer,47.71782,-123.0533,WA,United States,West
65807,Report 65807: Late night sighting on Highway 101 in between Forks and Kalaloch,Class A,1977-10-15T12:00:00Z,1977,1977,October,Fall,47.72142,-124.3985,WA,United States,West
48932,Report 48932: Snowplow driver has possible night-time sighting near Coles Corner,Class B,2014-12-15T12:00:00Z,2014,2014,December,Winter,47.72298,-120.7219,WA,United States,West
56332,Report 56332: Snowshoers find possible tracks in the Antoine Peak Conservation Area,Class B,2017-01-08T12:00:00Z,2017,2017,January,Winter,47.73081,-117.159,WA,United States,West
14305,Report 14305: Late night sighting near Duvall,Class A,2005-06-23T12:00:00Z,2005,2005,June,Summer,47.7393,-121.9749,WA,United States,West
67585,"Report 67585: Possible sighting of a gray Bigfoot in Riverside State Park at 5 am, near Spokane.",Class B,2020-12-15T12:00:00Z,2020,2020,December,Winter,47.74207,-117.5302,WA,United States,West
22816,Report 22816: Possible vocalizations near Indianola,Class B,2008-01-28T12:00:00Z,2008,2008,January,Winter,47.74225,-122.5377,WA,United States,West
942,Report 942: 17-18 inch tracks in the mud,Class B,1996-04-14T12:00:00Z,1996,1996,April,Spring,47.7442,-122.8994,WA,United States,West
13063,Report 13063: Train engineer reports track find and vocalizations on Stevens Pass,Class B,2005-12-03T12:00:00Z,2005,2005,December,Winter,47.74435,-120.7426,WA,United States,West
3050,Report 3050: Graceful creature ran by man when he was 15,Class A,1970-10-14T12:00:00Z,1970,1970,October,Fall,45.3725,-121.5835,OR,United States,West
14982,Report 14982: Jefferson Head encounter by community service group,Class A,2006-11-03T12:00:00Z,2006,2006,November,Fall,47.74897,-122.4966,WA,United States,West
66003,Report 66003: Howls heard near Spokane River,Class B,2020-09-02T12:00:00Z,2020,2020,September,Fall,47.75026,-117.5152,WA,United States,West
24562,Report 24562: Man remembers running home when he and his friend spot a tall hairy creature near Woodinville,Class A,1974-10-16T12:00:00Z,1974,1974,October,Fall,47.75034,-122.1979,WA,United States,West
13721,Report 13721: Possible vocalizations near Indianola,Class B,2006-03-03T12:00:00Z,2006,2006,March,Spring,47.7504,-122.535,WA,United States,West
1393,Report 1393: Sighting by two hikers,Class A,1988-06-25T12:00:00Z,1988,1988,June,Summer,47.7613,-122.7063,WA,United States,West
7441,Report 7441: Forest worker has many encounters with bigfoot,Class A,2004-11-16T12:00:00Z,2004,2004,November,Fall,47.763,-122.5344,WA,United States,West
5242,"Report 5242: Bow hunter has sighting near Little Boulder Lk. Mt. Hood Nat. Forest, OR",Class B,1996-09-15T12:00:00Z,1996,1996,September,Fall,45.25725,-121.5684,OR,United States,West
28823,Report 28823: Driver notices a tall dark figure behind a tree near Kingston,Class B,2011-01-25T12:00:00Z,2011,2011,January,Winter,47.77293,-122.5552,WA,United States,West
11554,Report 11554: Two neighbors hear mournful screams from nearby Nason Ridge,Class B,2004-08-11T12:00:00Z,2004,2004,August,Summer,47.775,-120.715,WA,United States,West
56827,Report 56827: Motorist has daytime sighting along the highway near Coles Corner,Class A,2016-10-02T12:00:00Z,2016,2016,October,Fall,47.77559,-120.8206,WA,United States,West
63738,"Report 63738: Daylight sighting by horseback rider below Bald Butte, Mt. Hood zone.",Class A,1982-07-31T12:00:00Z,1982,1982,July,Summer,45.54478,-121.5449,OR,United States,West
39825,Report 39825: Wilderness guide in Indianola observes a large bipedal subject while hunting,Class A,2003-06-15T12:00:00Z,2003,2003,June,Summer,47.78212,-122.528,WA,United States,West
1674,"Report 1674: 18"" tracks found in the snow by two witnesses who felt like they were being "" hunted "" by something big.",Class A,2000-02-06T12:00:00Z,2000,2000,February,Winter,47.7853,-121.6647,WA,United States,West
11918,Report 11918: Late night sighting by motorists near Kingston,Class A,2000-09-01T12:00:00Z,2000,2000,September,Fall,47.79,-122.54,WA,United States,West
391,Report 391: Blocking of walking trail,Class B,1999-05-12T12:00:00Z,1999,1999,May,Spring,47.79111,-122.1914,WA,United States,West
12929,Report 12929: Daylight encounter with firefighter near Skykomish,Class B,2005-11-03T12:00:00Z,2005,2005,November,Fall,47.79222,-121.1958,WA,United States,West
